HEADERID,LINEITEMNUMBER,ITEMNAME,ITEMCODE,TRADINGGROUP,DESTINATIONORG,DONATEDQUANTITY,PROP1,PROP2,PROP3,PROP4,PROP5,PROP6,PROP7,PROP8,PROP9,PROP10,PROP11,PROP12,PROP13,PROP14,PROP16,PROP17,PROP18,PROP19,PROP20,NOTIFY,PROP15,STATUS,ACCEPTEDQUANTITY,ACCEPTEDDATE,RECEIPTEDQUANTITY,RECEIPTEDDATE,DESTINATIONORGNAME,COMMENTS,USERID,USERFIRSTNAME,USERLASTNAME,USEREMAIL,RPROP1,RPROP2,RPROP3,RPROP4,RPROP5,RPROP6,RPROP7,RPROP8,RPROP9,RPROP10,RPROP11,RPROP12,RPROP13,RPROP14,RPROP15,NUTRITIONALCODE,FOODSOURCE,FEATURETYPE
019537496,23,"USDA Juice, Pineapple 12/46oz",241010007,,,0.0,CASE,84,0,CASE,12/46 oz cans,DRY,0,,,,,,,,,,,,,,,1,2.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
019537496,24,"USDA Juice, Orange 12/46oz can",241010008,,,0.0,CASE,430,0,CASE,12/46oz cans,DRY,0,,,,,,,,,,,,,,,1,10.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
019537496,25,"USDA Chicken, Canned 24/29oz",251010002,,,0.0,CASE,150,0,CASE,24/29 oz cans whole chicken,DRY,0,,,,,,,,,,,,,,,1,3.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
019537496,26,"USDA Pork, Canned 24/29oz",251010003,,,0.0,CASE,102,0,CASE,24/29 oz cans shredded pork,DRY,0,,,,,,,,,,,,,,,1,2.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
019537496,27,USDA Canned Salmon 24/14.75oz.,251010004,,,0.0,CASE,81,0,CASE,24/14.75oz.,DRY,0,,,,,,,,,,,,,,,1,3.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
019537496,28,USDA Spaghetti 12/2 lb bags,311010003,,,0.0,CASE,150,0,CASE,12/2 lb bags,DRY,0,,,,,,,,,,,,,,,1,6.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
003001-18852,4,P N G Extras,50015,,,0.0,LB,130,0.25,CASE,,DRY,0,,,,,,,,,,,,,,,1,130.0,20040701.0,,,,,,,,,32.5,,,,,,,,,,,,,,,,,
003001-18852,5,Potatoes 1/10 lb Bag (D),10097,,,0.0,EA,300,0,BAG,,,0,,,,,,,,,,,,,,,1,30.0,20040701.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
ID_325,14,Beverages Asst 35 lb Box,01008,,,5.0,CASE,35,4.2,Case,,Dry,0,,,,,,,,,,,,,2.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_325,16,Caffine Free Diet Pepsi 36-12oz.Cans,24940,,,3.0,CASE,30,3.6,Can,,Dry,0,,,,,,,,,,,,,2.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003001-22839,2,USDA Potato Flakes 12/16oz D,60057,,,0.0,CS,75,2.1,CASE,,,0,,,,,,,,,,,,,,,1,5.0,20040806.0,,,,,,,,,10.5,,,,,,,,,,,,,,,,,
0010261054,8,Frozen Orange Juice,DL14021,,,0.0,CASE,440,2.2,,70/4oz.,FROZEN,0,,,,,,,,,,,,,,,1,20.0,20040810.0,,,,,,,,,44,,,,,,,,,,,,,,,,,
0010261054,9,Asst. Tropicana,DL14023,,,0.0,CASE,0,1.8,,4-6/8oz.,REF,0,,,,,,,,,,,,,,,6,0.0,20040810.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
0010261054,10,Bounty Basic Paper Towels,DY19016,,,0.0,CASE,16,0.56,,8 rolls,DRY,0,,,,,,,,,,,,,,,1,4.0,20040810.0,,,,,,,,,2.24,,,,,,,,,,,,,,,,,
0010261054,11,Pantry Box Asst.Pasta,DL21005,,,0.0,CASE,0,0,,25lb,DRY,0,,,,,,,,,,,,,,,6,0.0,20040810.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
0010261054,12,Medium Noodles,DL21021,,,0.0,CASE,28,0.7,,12/8oz,DRY,0,,,,,,,,,,,,,,,1,4.0,20040810.0,,,,,,,,,2.8,,,,,,,,,,,,,,,,,
0010261054,13,Tubettini,DL21022,,,0.0,CASE,56,1.4,,12/6oz,DRY,0,,,,,,,,,,,,,,,1,4.0,20040810.0,,,,,,,,,5.6,,,,,,,,,,,,,,,,,
0010261054,14,Thin Spaghetti,DL21023,,,0.0,CASE,0,1.3,,24/7oz,DRY,0,,,,,,,,,,,,,,,6,0.0,20040810.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
0010261054,15,Elbow Macaroni,DL21024,,,0.0,CASE,72,1.2,,12/13.25oz,DRY,0,,,,,,,,,,,,,,,1,6.0,20040810.0,,,,,,,,,7.2,,,,,,,,,,,,,,,,,
0010261054,16,Spaghetti,DL21025,,,0.0,CASE,72,2.4,,8/3lb,DRY,0,,,,,,,,,,,,,,,1,3.0,20040810.0,,,,,,,,,7.2,,,,,,,,,,,,,,,,,
0010261054,17,Medium Shells,DL21026,,,0.0,CASE,48,1.2,,12/16oz,DRY,0,,,,,,,,,,,,,,,1,4.0,20040810.0,,,,,,,,,4.8,,,,,,,,,,,,,,,,,
0010261054,18,Rice,DL24004,,,0.0,CASE,40,2,,20 lbs.,DRY,0,,,,,,,,,,,,,,,1,2.0,20040810.0,,,,,,,,,4,,,,,,,,,,,,,,,,,
0010261054,19,Swiss Fudge Cookies,DL25480,,,0.0,CASE,16,1.12,,12/8 oz,DRY,0,,,,,,,,,,,,,,,1,2.0,20040810.0,,,,,,,,,2.24,,,,,,,,,,,,,,,,,
0010261054,20,Elfudge Butterfinger Blasted Cookies,DY25690,,,0.0,CASE,33,1.54,,12/12oz.,DRY,0,,,,,,,,,,,,,,,1,3.0,20040810.0,,,,,,,,,4.62,,,,,,,,,,,,,,,,,
0010261054,21,Asst Creme Cookies,DY25702,,,0.0,CASE,32,2.24,,96ct.,DRY,0,,,,,,,,,,,,,,,1,2.0,20040810.0,,,,,,,,,4.48,,,,,,,,,,,,,,,,,
0010261054,22,Cake Mix w/Cream Filling,DY26090,,,0.0,CASE,36,1.68,,12/1 lbs.,DRY,0,,,,,,,,,,,,,,,1,3.0,20040810.0,,,,,,,,,5.04,,,,,,,,,,,,,,,,,
0010261054,23,Green Beans,DY27019,,,0.0,CASE,60,1,,10lbs,FROZEN,0,,,,,,,,,,,,,,,1,6.0,20040810.0,,,,,,,,,6,,,,,,,,,,,,,,,,,
0010261054,24,Pantry Box (french style Green Beans froz)Repacked,DY27068,,,0.0,CASE,160,0,,2/8Lb Bags Per Case,FROZEN,0,,,,,,,,,,,,,,,1,10.0,20040810.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
0010261054,25,Whole Kernel Corn (repacked),DY27071,,,0.0,CASE,46,2.3,,3/#10 Cans,DRY,0,,,,,,,,,,,,,,,1,2.0,20040810.0,,,,,,,,,4.6,,,,,,,,,,,,,,,,,
0010261054,26,Roasted Vegetables,DY27072,,,0.0,CASE,64,1.6,,28/8oz.,FROZEN,0,,,,,,,,,,,,,,,1,4.0,20040810.0,,,,,,,,,6.4,,,,,,,,,,,,,,,,,
ID_252,2,"Milk, Instant Non-Fat Dry",T07002,,,16.0,,0,0,,12/25.6oz.,,0,,,,,,,,,,,,,,,6,0.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
ID_252,3,"Juice, Apple",T14001,,,4.0,,0,0,,12/46oz.,,0,,,,,,,,,,,,,,,6,0.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
ID_252,4,"Juice, Orange",T14003,,,14.0,,0,0,,12/46oz.,,0,,,,,,,,,,,,,,,6,0.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
ID_252,5,"Chicken, Whole",T15009,,,10.0,,0,0,,10/4lb.,,0,,,,,,,,,,,,,,,6,0.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
ID_252,6,Spaghetti,T21001,,,12.0,,0,0,,12/2lb.,,0,,,,,,,,,,,,,,,6,0.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
ID_252,7,"Beans, Kidney",T23009,,,10.0,,0,0,,12/2 lb.,,0,,,,,,,,,,,,,,,6,0.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
ID_252,8,Peanut Butter,T23003,,,16.0,,0,0,,12/18oz.,,0,,,,,,,,,,,,,,,6,0.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
ID_252,9,Vegetable Oil,T26003,,,14.0,,0,0,,8/48oz.,,0,,,,,,,,,,,,,,,6,0.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
ID_252,10,"Beans, Green",T23008,,,12.0,,0,0,,24/15oz.,,0,,,,,,,,,,,,,,,6,0.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
ID_252,11,"Corn, Whole Kernel",T27009,,,14.0,,0,0,,24/15oz.,,0,,,,,,,,,,,,,,,6,0.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
003001-22087,2,SF - Orange Juice,82037,,,0.0,EA,10,0.10211,OTHER,,REF,0,,,,,,,,,,,,,,,1,40.0,20040719.0,,,,,,,,,4.08,,,,,,,,,,,,,,,,,
003001-22087,3,Milk 2% Reduced Fat 8oz,82048,,,0.0,EA,20,0.2015,OTHER,,REF,0,,,,,,,,,,,,,,,1,40.0,20040719.0,,,,,,,,,8.06,,,,,,,,,,,,,,,,,
003001-22087,4,SF - Turkey and Cheese Sandwich (910),82053,,,0.0,EA,19.6,0.53,OTHER,,FROZEN,0,,,,,,,,,,,,,,,1,70.0,20040719.0,,,,,,,,,37.1,,,,,,,,,,,,,,,,,
003001-22087,5,Tropical Fruit Salad 14 oz,82067,,,0.0,EA,70,0.18,OTHER,,DRY,0,,,,,,,,,,,,,,,1,70.0,20040719.0,,,,,,,,,12.6,,,,,,,,,,,,,,,,,
003001-22087,6,SF - Apple Juice,82038,,,0.0,EA,17.5,0.092,OTHER,,REF,0,,,,,,,,,,,,,,,1,70.0,20040719.0,,,,,,,,,6.44,,,,,,,,,,,,,,,,,
003001-22087,7,Chocolate Milk,82049,,,0.0,EA,35,0.21551,OTHER,,REF,0,,,,,,,,,,,,,,,1,70.0,20040719.0,,,,,,,,,15.09,,,,,,,,,,,,,,,,,
003001-22075,2,SF - Orange Juice,82037,,,0.0,EA,22.5,0.10211,OTHER,,REF,0,,,,,,,,,,,,,,,1,90.0,20040719.0,,,,,,,,,9.19,,,,,,,,,,,,,,,,,
003001-22075,3,Milk 2% Reduced Fat 8oz,82048,,,0.0,EA,45,0.2015,OTHER,,REF,0,,,,,,,,,,,,,,,1,90.0,20040719.0,,,,,,,,,18.14,,,,,,,,,,,,,,,,,
003001-22075,4,Swedish Meatballs (310),82041,,,0.0,EA,126.5,1.35,OTHER,,FROZEN,0,,,,,,,,,,,,,,,1,110.0,20040719.0,,,,,,,,,148.5,,,,,,,,,,,,,,,,,
003001-22075,5,Chocolate Milk,82049,,,0.0,EA,55,0.21551,OTHER,,REF,0,,,,,,,,,,,,,,,1,110.0,20040719.0,,,,,,,,,23.71,,,,,,,,,,,,,,,,,
003001-22011,2,SF - Apple Juice,82038,,,0.0,EA,2.5,0.092,OTHER,,REF,0,,,,,,,,,,,,,,,1,10.0,20040719.0,,,,,,,,,0.92,,,,,,,,,,,,,,,,,
003001-22011,3,Milk 2% Reduced Fat 8oz,82048,,,0.0,EA,15,0.2015,OTHER,,REF,0,,,,,,,,,,,,,,,1,30.0,20040719.0,,,,,,,,,6.05,,,,,,,,,,,,,,,,,
003001-22011,4,Lasagna Casserole (623),82047,,,0.0,EA,21,1.32,OTHER,,FROZEN,0,,,,,,,,,,,,,,,1,20.0,20040719.0,,,,,,,,,26.4,,,,,,,,,,,,,,,,,
003001-22011,5,SF - Assorted Snacks,82060,,,0.0,CS,21.5,0,CASE,,DRY,0,,,,,,,,,,,,,,,1,1.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
003001-22011,6,Foam Trays 100ct,82051,,,0.0,CS,9,1.62,OTHER,,DRY,0,,,,,,,,,,,,,,,1,1.0,20040719.0,,,,,,,,,1.62,,,,,,,,,,,,,,,,,
003001-22010,2,SF - Apple Juice,82038,,,0.0,EA,5,0.092,OTHER,,REF,0,,,,,,,,,,,,,,,1,20.0,20040719.0,,,,,,,,,1.84,,,,,,,,,,,,,,,,,
003001-22010,3,Milk 2% Reduced Fat 8oz,82048,,,0.0,EA,6,0.2015,OTHER,,REF,0,,,,,,,,,,,,,,,1,12.0,20040719.0,,,,,,,,,2.42,,,,,,,,,,,,,,,,,
003001-22010,4,Lasagna Casserole (623),82047,,,0.0,EA,21,1.32,OTHER,,FROZEN,0,,,,,,,,,,,,,,,1,20.0,20040719.0,,,,,,,,,26.4,,,,,,,,,,,,,,,,,
003001-22003,2,SF - Apple Juice,82038,,,0.0,EA,10,0.092,OTHER,,REF,0,,,,,,,,,,,,,,,1,40.0,20040719.0,,,,,,,,,3.68,,,,,,,,,,,,,,,,,
003001-22003,3,SF - Orange Juice,82037,,,0.0,EA,18.75,0.10211,OTHER,,REF,0,,,,,,,,,,,,,,,1,75.0,20040719.0,,,,,,,,,7.66,,,,,,,,,,,,,,,,,
003001-21995,2,SF - Turkey Bologna Sandwich (908),82052,,,0.0,EA,12.6,0.49,OTHER,,FROZEN,0,,,,,,,,,,,,,,,1,45.0,20040719.0,,,,,,,,,22.05,,,,,,,,,,,,,,,,,
003001-21995,3,SF - Diced Peaches 4 oz,82058,,,0.0,EA,13.05,0.16667,OTHER,,DRY,0,,,,,,,,,,,,,,,1,45.0,20040719.0,,,,,,,,,7.5,,,,,,,,,,,,,,,,,
003001-21995,4,SF - Orange Juice,82037,,,0.0,EA,11.25,0.10212,OTHER,,REF,0,,,,,,,,,,,,,,,1,45.0,20040719.0,,,,,,,,,4.6,,,,,,,,,,,,,,,,,
003001-21995,5,Milk 2% Reduced Fat 8oz,82048,,,0.0,EA,45,0.2015,OTHER,,REF,0,,,,,,,,,,,,,,,1,90.0,20040719.0,,,,,,,,,18.14,,,,,,,,,,,,,,,,,
003001-21995,6,Assorted Cereal - 70 ct,82063,,,0.0,CS,7,1.26,CASE,,DRY,0,,,,,,,,,,,,,,,1,1.0,20040719.0,,,,,,,,,1.26,,,,,,,,,,,,,,,,,
003001-21995,7,SF - Assorted Snacks,82060,,,0.0,CS,21.5,0,CASE,,DRY,0,,,,,,,,,,,,,,,1,1.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
003001-21997,2,SF - Turkey Bologna Sandwich (908),82052,,,0.0,EA,5.6,0.49,OTHER,,FROZEN,0,,,,,,,,,,,,,,,1,20.0,20040719.0,,,,,,,,,9.8,,,,,,,,,,,,,,,,,
003001-21997,3,SF - Diced Peaches 4 oz,82058,,,0.0,EA,5.8,0.16667,OTHER,,DRY,0,,,,,,,,,,,,,,,1,20.0,20040719.0,,,,,,,,,3.33,,,,,,,,,,,,,,,,,
003001-21997,4,SF - Orange Juice,82037,,,0.0,EA,5,0.10212,OTHER,,REF,0,,,,,,,,,,,,,,,1,20.0,20040719.0,,,,,,,,,2.04,,,,,,,,,,,,,,,,,
003001-21997,5,Milk 2% Reduced Fat 8oz,82048,,,0.0,EA,10,0.2015,OTHER,,REF,0,,,,,,,,,,,,,,,1,20.0,20040719.0,,,,,,,,,4.03,,,,,,,,,,,,,,,,,
003001-22001,2,SF - Turkey Bologna Sandwich (908),82052,,,0.0,EA,9.8,0.49,OTHER,,FROZEN,0,,,,,,,,,,,,,,,1,35.0,20040719.0,,,,,,,,,17.15,,,,,,,,,,,,,,,,,
003001-22001,3,SF - Diced Peaches 4 oz,82058,,,0.0,EA,10.15,0.16667,OTHER,,DRY,0,,,,,,,,,,,,,,,1,35.0,20040719.0,,,,,,,,,5.83,,,,,,,,,,,,,,,,,
003001-21516,16,Purchase Bologna 12-1lbs,65820,,,0.0,CS,36,7.88,CASE,,FROZEN,0,,,,,,,,,,,,,,,1,3.0,20040702.0,,,,,,,,,23.64,,,,,,,,,,,,,,,,,
003001-21516,17,Purchase Hambuger Patties 20 lbs Bulk,65826,,,0.0,CS,21,19.747,CASE,,FROZEN,0,,,,,,,,,,,,,,,1,1.0,20040702.0,,,,,,,,,19.75,,,,,,,,,,,,,,,,,
003001-21773,18,USDA  Orange Juice 12/46oz Can (D),60052,,,0.0,CS,138,6.44,CASE,,,0,,,,,,,,,,,,,,,1,3.0,20040719.0,,,,,,,,,19.32,,,,,,,,,,,,,,,,,
003001-21773,19,USDA Potato Flakes 12/16oz D,60057,,,0.0,CS,150,2.1,CASE,,,0,,,,,,,,,,,,,,,1,10.0,20040719.0,,,,,,,,,21,,,,,,,,,,,,,,,,,
003001-21773,20,Sausage Rolls (baked) 6/2lb(Z),12372,,,0.0,CS,72,2.16,CASE,,FROZEN,0,,,,,,,,,,,,,,,1,6.0,20040719.0,,,,,,,,,12.96,,,,,,,,,,,,,,,,,
003001-21773,21,Purch Mac NCheese  24/7.2 oz (D),65752,,,0.0,CS,13,6.48,CASE,,DRY,0,,,,,,,,,,,,,,,1,1.0,20040719.0,,,,,,,,,6.48,,,,,,,,,,,,,,,,,
003001-21773,22,Asst Pizza   box (Z),65840,,,0.0,CS,84,2.52,CASE,,FROZEN,0,,,,,,,,,,,,,,,1,6.0,20040719.0,,,,,,,,,15.12,,,,,,,,,,,,,,,,,
003001-21773,23,Bounce Softener sheet 15/25 cts,12380,,,0.0,CS,16,0.72,CASE,,DRY,0,,,,,,,,,,,,,,,1,4.0,20040719.0,,,,,,,,,2.88,,,,,,,,,,,,,,,,,
003001-21773,24,USDA Egg Noodles 12/16oz (D),60047,,,0.0,CS,104,1.82,CASE,,,0,,,,,,,,,,,,,,,1,8.0,20040719.0,,,,,,,,,14.56,,,,,,,,,,,,,,,,,
003001-21773,25,USDA  Macaroni 24/1lbs (D),60115,,,0.0,CS,52,3.64,CASE,,DRY,0,,,,,,,,,,,,,,,1,2.0,20040719.0,,,,,,,,,7.28,,,,,,,,,,,,,,,,,
003001-21773,26,USDA Spaghetti 12/2lbs (D),60128,,,0.0,CS,72,3.36,CASE,,DRY,0,,,,,,,,,,,,,,,1,3.0,20040719.0,,,,,,,,,10.08,,,,,,,,,,,,,,,,,
003001-21773,27,Purchase Toothbrush  12 count (D),65830,,,0.0,CS,1,4,CASE,,DRY,0,,,,,,,,,,,,,,,1,1.0,20040719.0,,,,,,,,,4,,,,,,,,,,,,,,,,,
003001-21773,28,Purchase Hambuger Patties 20 lbs Bulk,65826,,,0.0,CS,42,19.747,CASE,,FROZEN,0,,,,,,,,,,,,,,,1,2.0,20040719.0,,,,,,,,,39.49,,,,,,,,,,,,,,,,,
003001-21773,29,Purchase Picnic Ham Should Bulk(Z),65815,,,0.0,CS,69,29.25,CASE,,FROZEN,0,,,,,,,,,,,,,,,1,1.0,20040719.0,,,,,,,,,29.25,,,,,,,,,,,,,,,,,
003001-21773,30,Ice Breaker Gum Bulk,12270,,,0.0,CS,44,4.4,CASE,,DRY,0,,,,,,,,,,,,,,,1,1.0,20040719.0,,,,,,,,,4.4,,,,,,,,,,,,,,,,,
003001-21773,31,Toasted Coconut Bulk (D),12338,,,0.0,CS,44,1.98,CASE,,DRY,0,,,,,,,,,,,,,,,1,4.0,20040719.0,,,,,,,,,7.92,,,,,,,,,,,,,,,,,
003001-21773,32,Graham Crackers 150/3cts (D),12346,,,0.0,CS,8,1.44,CASE,,DRY,0,,,,,,,,,,,,,,,1,1.0,20040719.0,,,,,,,,,1.44,,,,,,,,,,,,,,,,,
003001-21773,33,Caramel Nut Popcorn 36/2.oz (D),12349,,,0.0,CS,42,1.26,CASE,,DRY,0,,,,,,,,,,,,,,,1,6.0,20040719.0,,,,,,,,,7.56,,,,,,,,,,,,,,,,,
003001-21773,34,Crunch-N-Munch Caramel 12/4oz,12368,,,0.0,CS,20,0.9,CASE,,DRY,0,,,,,,,,,,,,,,,1,4.0,20040719.0,,,,,,,,,3.6,,,,,,,,,,,,,,,,,
003001-21773,35,Granola Bars (Banana Nut)6-28/1.5oz,12355,,,0.0,CS,38,3.42,CASE,,DRY,0,,,,,,,,,,,,,,,1,2.0,20040719.0,,,,,,,,,6.84,,,,,,,,,,,,,,,,,
003001-21773,36,Wonder Ball 6 crt 45/1oz,12390,,,0.0,CS,46,4.14,CASE,,DRY,0,,,,,,,,,,,,,,,1,2.0,20040719.0,,,,,,,,,8.28,,,,,,,,,,,,,,,,,
003001-21773,37,USDA Green Beans 24/300,60076,,,0.0,CS,104,3.64,CASE,,,0,,,,,,,,,,,,,,,1,4.0,20040719.0,,,,,,,,,14.56,,,,,,,,,,,,,,,,,
003001-21773,38,USDA  Peas 24/15oz(D),60129,,,0.0,CS,108,3.78,CASE,,DRY,0,,,,,,,,,,,,,,,1,4.0,20040719.0,,,,,,,,,15.12,,,,,,,,,,,,,,,,,
003001-20728,2,USDA  Macaroni 24/1lbs (D),60115,,,0.0,CS,156,3.64,CASE,,DRY,0,,,,,,,,,,,,,,,1,6.0,20040719.0,,,,,,,,,21.84,,,,,,,,,,,,,,,,,
003001-20728,3,Venison 20/2lbs (Z),12299,,,0.0,CS,240,7.2,CASE,,FROZEN,0,,,,,,,,,,,,,,,1,6.0,20040719.0,,,,,,,,,43.2,,,,,,,,,,,,,,,,,
003001-20728,4,Boxed Canned Vegeies Bulk Box(D),50011,,,0.0,CS,80,10,CASE,,,0,,,,,,,,,,,,,,,1,2.0,20040719.0,,,,,,,,,20,,,,,,,,,,,,,,,,,
003001-20728,5,USDA  Peas 24/15oz(D),60129,,,0.0,CS,108,3.78,CASE,,DRY,0,,,,,,,,,,,,,,,1,4.0,20040719.0,,,,,,,,,15.12,,,,,,,,,,,,,,,,,
003001-20728,6,Boxed Canned Soup Bulk Box(D),50004,,,0.0,CS,120,10,CASE,,,0,,,,,,,,,,,,,,,1,3.0,20040719.0,,,,,,,,,30,,,,,,,,,,,,,,,,,
003001-20728,7,USDA Applesauce 24/16 oz. Cans D,60004,,,0.0,CS,81,3.78,CASE,,,0,,,,,,,,,,,,,,,1,3.0,20040719.0,,,,,,,,,11.34,,,,,,,,,,,,,,,,,
003001-20728,8,USDA Egg Noodles 12/16oz,60047,,,0.0,CS,130,1.82,CASE,,,0,,,,,,,,,,,,,,,1,10.0,20040719.0,,,,,,,,,18.2,,,,,,,,,,,,,,,,,
003001-20728,9,USDA Green Beans 24/300,60076,,,0.0,CS,78,3.64,CASE,,,0,,,,,,,,,,,,,,,1,3.0,20040719.0,,,,,,,,,10.92,,,,,,,,,,,,,,,,,
003001-20728,10,USDA Potato Flakes 12/16oz D,60057,,,0.0,CS,75,2.1,CASE,,,0,,,,,,,,,,,,,,,1,5.0,20040719.0,,,,,,,,,10.5,,,,,,,,,,,,,,,,,
003001-20728,11,USDA Green Beans 24/300,60076,,,0.0,CS,78,3.64,CASE,,,0,,,,,,,,,,,,,,,1,3.0,20040719.0,,,,,,,,,10.92,,,,,,,,,,,,,,,,,
019537597,2,Drink Frapuccino 24/9.5oz.,130110015,,,0.0,CASE,33,4.62,CASE,24/9.5oz.,DRY,0,,,,,,,,,,,,,,,1,1.0,20040719.0,,,,,,,,,4.62,,,,,,,,,,,,,,,,,
019537597,3,Drink Omija Berry 24/6.64oz.,130130010,,,0.0,CASE,36,2.52,CASE,34/6.64oz.,DRY,0,,,,,,,,,,,,,,,1,2.0,20040719.0,,,,,,,,,5.04,,,,,,,,,,,,,,,,,
019537597,4,Soda Asst. Pepsi 24/12oz.,130210008,,,0.0,CASE,23,3.22,CASE,24/12oz.,DRY,0,,,,,,,,,,,,,,,1,1.0,20040719.0,,,,,,,,,3.22,,,,,,,,,,,,,,,,,
019537597,5,PeanutButter Sprinkle Dessert Top. 12/4oz.,360420001,,,0.0,CASE,8,0.56,CASE,12/4oz.,DRY,0,,,,,,,,,,,,,,,1,2.0,20040719.0,,,,,,,,,1.12,,,,,,,,,,,,,,,,,
019537597,6,Pantene Pro-v Conditioner 12/6.7oz.,220230002,,,0.0,CASE,12,0.84,CASE,12/6.7oz.,DRY,0,,,,,,,,,,,,,,,1,2.0,20040719.0,,,,,,,,,1.68,,,,,,,,,,,,,,,,,
019537584,2,Drink Frapuccino 24/9.5oz.,130110015,,,0.0,CASE,33,4.62,CASE,24/9.5oz.,DRY,0,,,,,,,,,,,,,,,1,1.0,20040719.0,,,,,,,,,4.62,,,,,,,,,,,,,,,,,
019537584,3,Drink Omija Berry 24/6.64oz.,130130010,,,0.0,CASE,36,2.52,CASE,34/6.64oz.,DRY,0,,,,,,,,,,,,,,,1,2.0,20040719.0,,,,,,,,,5.04,,,,,,,,,,,,,,,,,
019537584,4,Lunchables Turkey Breast/Cheedar 12/5.2oz.,165030004,,,0.0,CASE,24,1.68,CASE,12/5.2oz.,REF,0,,,,,,,,,,,,,,,1,2.0,20040719.0,,,,,,,,,3.36,,,,,,,,,,,,,,,,,
019537584,5,Pantene Pro-v Conditioner 12/6.7oz.,220230002,,,0.0,CASE,12,0.84,CASE,12/6.7oz.,DRY,0,,,,,,,,,,,,,,,1,2.0,20040719.0,,,,,,,,,1.68,,,,,,,,,,,,,,,,,
019537584,6,Sorted Miscellaneous Product,SMP,,,0.0,LB,205,0.14,CASE,Blue Receipt Sorted Misc. Prod,DRY,0,,,,,,,,,,,,,,,1,205.0,20040719.0,,,,,,,,,28.7,,,,,,,,,,,,,,,,,
01951350 06142004,2,USDA Cereal Rice Krispies 14/13.5oz,151010001,,,0.0,CASE,17,0,CASE,14/13.5oz,DRY,0,,,,,,,,,,,,,,,1,1.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
01951350 06142004,3,USDA Vegatable Soup 24/1Lb.,161010001,,,0.0,CASE,38,0,CASE,24/1Lb.,DRY,0,,,,,,,,,,,,,,,1,2.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
01951350 06142004,4,USDA Stew Beef Canned 24/24oz.,161010002,,,0.0,CASE,41,0,CASE,24/24 oz cans,DRY,0,,,,,,,,,,,,,,,1,1.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
01951350 06142004,5,USDA Vegetable Soup 24/10.75oz.,161010004,,,0.0,CASE,20,0,CASE,24/10.75oz.,DRY,0,,,,,,,,,,,,,,,1,1.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
01951350 06142004,6,USDA Milk Dry 12/25.06oz.,171010001,,,0.0,CASE,176,0,CASE,12/25.6oz.,DRY,0,,,,,,,,,,,,,,,1,8.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
01951350 06142004,7,USDA Pudding Vanilla12/4/3.5oz.,182010002,,,0.0,CASE,52,0,CASE,12/4/3.5 oz,DRY,0,,,,,,,,,,,,,,,1,4.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
01951350 06142004,8,USDA Apple Sauce 24/#300,201010001,,,0.0,CASE,52,0,CASE,24/#300,DRY,0,,,,,,,,,,,,,,,1,2.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
01951350 06142004,9,USDA Pears canned 24/#300,201010003,,,0.0,CASE,26,0,CASE,24/#300,DRY,0,,,,,,,,,,,,,,,1,1.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
01951350 06142004,10,USDA Mixed Fruit 24/#300 cans,201010009,,,0.0,CASE,54,0,CASE,24/#300 cans,DRY,0,,,,,,,,,,,,,,,1,2.0,20040719.0,,,,,,,,,0,,,,,,,,,,,,,,,,,
